Time (seconds),Node1,Node2,Node3,Node4
0,0,0,0,0
0.725,8.275862068965518,1.3793103448275863,2.7586206896551726,2.7586206896551726
1.45,6.8965517241379315,4.137931034482759,2.7586206896551726,4.137931034482759
2.175,5.517241379310345,6.8965517241379315,8.275862068965518,4.137931034482759
2.9,1.3793103448275863,5.517241379310345,5.517241379310345,8.275862068965518
3.625,8.275862068965518,5.517241379310345,20.689655172413794,9.655172413793103
4.35,1.3793103448275863,2.7586206896551726,12.413793103448276,5.517241379310345
5.075,5.517241379310345,4.137931034482759,2.7586206896551726,11.03448275862069
5.8,4.137931034482759,0,2.7586206896551726,6.8965517241379315
6.5249999999999995,2.7586206896551726,9.655172413793103,9.655172413793103,4.137931034482759
7.25,5.517241379310345,4.137931034482759,1.3793103448275863,2.7586206896551726
7.975,5.517241379310345,2.7586206896551726,5.517241379310345,5.517241379310345
8.7,2.7586206896551726,2.7586206896551726,8.275862068965518,8.275862068965518
9.424999999999999,4.137931034482759,4.137931034482759,2.7586206896551726,4.137931034482759
10.15,2.7586206896551726,8.275862068965518,5.517241379310345,11.03448275862069
10.875,5.517241379310345,4.137931034482759,1.3793103448275863,5.517241379310345
11.6,2.7586206896551726,1.3793103448275863,5.517241379310345,5.517241379310345
12.325,6.8965517241379315,5.517241379310345,2.7586206896551726,5.517241379310345
13.049999999999999,4.137931034482759,6.8965517241379315,5.517241379310345,1.3793103448275863
13.775,5.517241379310345,5.517241379310345,6.8965517241379315,4.137931034482759
14.5,4.137931034482759,4.137931034482759,1.3793103448275863,4.137931034482759
15.225,1.3793103448275863,5.517241379310345,5.517241379310345,6.8965517241379315
15.95,2.7586206896551726,5.517241379310345,2.7586206896551726,4.137931034482759
16.675,8.275862068965518,9.655172413793103,11.03448275862069,11.03448275862069
17.4,1.3793103448275863,9.655172413793103,4.137931034482759,6.8965517241379315
18.125,2.7586206896551726,4.137931034482759,4.137931034482759,4.137931034482759
18.849999999999998,4.137931034482759,4.137931034482759,6.8965517241379315,0
19.575,2.7586206896551726,6.8965517241379315,1.3793103448275863,1.3793103448275863
20.3,1.3793103448275863,4.137931034482759,2.7586206896551726,1.3793103448275863
21.025,5.517241379310345,6.8965517241379315,4.137931034482759,1.3793103448275863
21.75,8.275862068965518,8.275862068965518,4.137931034482759,5.517241379310345
22.474999999999998,6.8965517241379315,2.7586206896551726,8.275862068965518,5.517241379310345
23.2,4.137931034482759,6.8965517241379315,2.7586206896551726,6.8965517241379315
23.925,5.517241379310345,8.275862068965518,4.137931034482759,11.03448275862069
24.65,2.7586206896551726,1.3793103448275863,11.03448275862069,5.517241379310345
25.375,5.517241379310345,1.3793103448275863,6.8965517241379315,4.137931034482759
26.099999999999998,2.7586206896551726,8.275862068965518,4.137931034482759,4.137931034482759
26.825,5.517241379310345,1.3793103448275863,2.7586206896551726,9.655172413793103
27.55,1.3793103448275863,4.137931034482759,4.137931034482759,1.3793103448275863
28.275,1.3793103448275863,5.517241379310345,8.275862068965518,4.137931034482759
