Time (seconds),Fraction of Read Requests
0,0
0.35001627,0
0.70003254,0
1.05004881,0.0009191176470588235
1.40006508,0.0012426219322771047
1.75008135,0.0014463407578825572
2.10009762,0
2.45011389,0
2.80013016,0
3.1501464300000004,0.13012987012987012
3.5001627,0.16286811779769525
3.85017897,0.17662976629766297
4.20019524,0.18487628579371698
4.5502115100000005,0.14018108023727754
4.90022778,0.020652173913043477
5.25024405,0.2397743300423131
5.60026032,0.3780943484353106
5.9502765900000005,0.4098576122672508
6.300292860000001,0.2989304812834225
6.65030913,0.4307331628303495
7.0003254,0.15117401093599228
7.350341670000001,0.3296029842792433
7.70035794,0.5369141017903842
8.050374210000001,0.27412790697674416
8.40039048,0.49238790406673616
8.75040675,0.4484973617802248
9.100423020000001,0.39454770755886
9.45043929,0.6136897236770814
9.80045556,0.587265231333028
10.15047183,0.76036803076078
10.5004881,0.26108998732572875
10.850504370000001,0.5910828025477707
11.20052064,0.46874115983026876
11.55053691,0.0010934937124111536
11.900553180000001,0
12.25056945,0.7488284910965324
12.600585720000002,0.7390486428379468
12.950601990000001,0.4099673687333136
13.30061826,0.5283660130718955
13.650634530000001,0.6971890971039182
