Time (seconds),Node1,Node2,Node3,Node4
0,0,0,0,0
0.350000492,30.39224308615382,40.10117400525626,39.43154651690821,39.440726047787614
0.700000984,28.685469569985553,31.377349303571414,20.56656787671231,28.876995537337674
1.050001476,29.11394249194734,28.47009411946308,23.40952710858996,28.812677977124146
1.400001968,36.490322817708346,45.50607816901409,47.35841453587787,37.09373014469455
1.75000246,31.745235639498432,49.29914154143657,39.6710075016667,45.797104749999995
2.100002952,44.77975210923073,61.56712847785234,40.05842964252698,48.27219785642739
2.450003444,52.0619864057971,52.50269394965037,53.335137556478394,47.04613858609274
2.800003936,46.0355272523511,52.02293399860725,43.03895671114867,43.527031457975966
3.150004428,46.61090003427715,51.48179360875332,33.61538751134386,42.350669547169844
3.50000492,69.09135044341085,110.22717060540515,64.39276333278688,63.514867766304384
3.850005412,45.662605133550535,70.6344874615385,56.27706157119743,53.22754949568223
4.200005904,26.329377875389415,165.89699258539457,114.09574182929778,126.9517871368079
4.550006396,0.488103205128205,109.52875438779162,95.2893566931167,85.09414225315233
4.900006888,0,117.90642921686748,112.18604891607667,209.29429015214873
5.25000738,0,141.01714760753703,670.6695566479045,499.6804894498311
5.600007872,0,709.4826807442369,469.20239668894595,650.0772411939599
5.950008364,0,425.9407164926384,125.47716661531993,593.5629152148313
6.300008856,0,95.41423063418401,758.5412966677712,573.2115528343409
6.650009348,0,675.3986524412095,1121.7734223895427,1212.9890333447643
7.00000984,2005.6432499999999,883.3900687953782,1571.9418012642095,1866.5556303859435
7.350010332,81.1166310415677,1614.8266368365885,1822.4998299110373,1576.0364212578238
7.700010824,141.74020827534548,1635.4325630239093,1420.091055018728,2100.634378982934
8.050011315999999,57.03720981648933,1419.227807517289,1480.0665318498457,1900.7720241867578
8.400011808,55.041178281835215,1201.8910706802967,2201.7498398175785,1726.2933422486285
8.7500123,79.29677025784322,1659.2097871437215,1595.3683125197465,1345.455340108289
9.100012792,229.25337047624566,1749.613979961139,1892.1111624446069,1574.1725858693474
9.450013284,72.36485924600244,936.2970114903844,1223.3420518073751,1671.302821419475
9.800013776,86.50617828744942,1692.6975084130445,1601.8119032258614,1202.5326424624504
10.150014268,90.56578998521505,1681.469450589259,1718.0799045255364,1102.1578190340322
10.50001476,30.00614061157028,1162.065990291724,1019.4195221293991,1713.4133680734783
10.850015252,48.101989749295825,833.2729836959543,1856.0891448114755,1445.0821590608225
11.200015744,51.810477819310364,1468.6486296773205,1909.718445347683,995.9476464950609
11.550016236,55.82504093777138,1320.1687051013212,2475.8396373953087,1484.3872496532667
11.900016728,83.97805461456758,906.9092779429496,1452.794384029811,1238.6203962720847
12.25001722,58.8694548945868,1592.0118008486645,2043.1541508016123,1401.714935814666
12.600017712,45.04159492899405,1256.1521179326658,1722.1976796437184,1508.0656403634734
12.950018204,383.13150580068145,795.2041239322423,1358.9134707849146,1117.7824659309003
13.300018696,112.52041419971256,637.2563642961874,1916.5248629135135,1578.1474512641842
13.650019188,81.6796972671641,311.1617049338028,1115.2838103867114,1297.923768462122
