Time (seconds),Node2,Node3,Node4,Node1
1,1.000084068936528,1,1.0001704739174906,1.0001270648030496
2,0.8040353089533417,0.4707460184409053,0.5385271053528811,0.4382465057179161
3,0.7317360235393022,0.28097233864207877,0.35799522673031026,0.22935196950444728
4,0.6450609499789828,0.20704107292539817,0.26764405046027956,0.158576874205845
5,0.5562000840689365,0.16328583403185248,0.21530855779065802,0.12668360864040662
6,0.4591845313156789,0.13629505448449286,0.17763382202523015,0.10838627700127065
7,0.3737704918032787,0.11668063704945515,0.1411524036822366,0.09212198221092757
8,0.29903320722992854,0.09740150880134116,0.11131946812137743,0.07903430749682339
9,0.23404791929382093,0.08164291701592624,0.08455506307534948,0.06785260482846252
10,0.1807482135350988,0.0672254819782062,0.06716672349130583,0.05781448538754765
11,0.141067675493905,0.05649622799664711,0.05250596658711217,0.05031766200762389
12,0.10878520386717108,0.04442581726739313,0.04295942720763723,0.04383735705209657
13,0.0832282471626734,0.036881810561609385,0.033753835663143536,0.036340533672172805
14,0.06406052963430013,0.03101424979044426,0.027787248550971703,0.029097839898348157
15,0.051786464901219,0.02581726739312657,0.022673031026252982,0.02363405336721728
16,0.04127784783522488,0.02129086336965633,0.018411183088987385,0.021092757306226177
17,0.03488860865910046,0.01760268231349539,0.01602454824411865,0.017153748411689963
18,0.02967633459436738,0.013914501257334452,0.013296965564268667,0.015501905972045744
19,0.02648171500630517,0.011567476948868399,0.010910330719399931,0.013087674714104193
20,0.024295922656578393,0.010226320201173512,0.010057961131946812,0.011308767471410418
21,0.022026061370323667,0.009388097233864207,0.00954653937947494,0.009783989834815756
22,0.020512820512820513,0.008717518860016765,0.008523695874531197,0.008767471410419314
23,0.01866330390920555,0.008717518860016765,0.007159904534606206,0.008259212198221092
24,0.017654476670870115,0.008549874266554904,0.006648482782134334,0.007623888182973317
25,0.01614123581336696,0.00804694048616932,0.0059665871121718375,0.0071156289707750954
26,0.015048339638503574,0.0075440067057837385,0.00562563927719059,0.0067344345616264295
27,0.01412358133669609,0.0072087175188600165,0.005455165359699966,0.006099110546378653
28,0.013366960907944515,0.006538139145012573,0.005114217524718718,0.005082592121982211
