Time (seconds),Node4,Node1,Node2,Node3
0,0,0,0,0
0.25006017,1663.5996048471052,1639.6053797771951,1883.5466679879485,1667.598642358757
0.50012034,1699.5909424519705,1635.6063422655434,1855.5534054063867,1651.6024923121502
0.7501805100000001,1707.589017475274,1775.5726551733526,1819.5620678015214,1623.6092297305884
1.00024068,1707.589017475274,1735.5822800568358,1783.570730196656,1635.6063422655434
1.2503008500000001,1751.5784301034425,1643.6044172888467,1955.529343197679,1535.630404474251
1.5003610200000002,1807.5649552665664,1631.6073047538916,1791.5688052199596,1627.60826724224
1.7504211900000002,1679.595754893712,1707.589017475274,1803.5659177549146,1671.5976798704087
2.00048136,1755.5774676150943,1663.5996048471052,1883.5466679879485,1583.6188546140713
2.2505415300000005,1743.580355080139,1575.6207795907678,1867.5505179413417,1663.5996048471052
2.5006017000000003,1695.5919049403187,1599.615004660678,1923.5370431044655,1635.6063422655434
2.75066187,1615.6111547072849,1687.5938299170155,1887.5457054996002,1679.595754893712
3.0007220400000003,1667.598642358757,1607.6130796839816,1907.5408930578587,1619.6101922189366
3.2507822100000006,1811.5639927782179,1599.615004660678,1823.5611053131731,1627.60826724224
3.5008423800000004,1815.5630302898696,1647.6034548004984,1911.5399305695103,1531.6313669625993
3.75090255,1803.5659177549146,1699.5909424519705,1799.5668802432629,1515.6352169159925
4.00096272,1703.5899799636222,1703.5899799636222,1951.5303056860273,1523.633291939296
4.251022890000001,1787.5697677083078,1563.6236670558128,1895.5437805229035,1579.6198171024196
4.501083060000001,1627.60826724224,1611.6121171956331,1955.529343197679,1663.5996048471052
4.75114323,1751.5784301034425,1783.570730196656,1799.5668802432629,1583.6188546140713
5.0012034000000005,1695.5919049403187,1611.6121171956331,1827.5601428248247,1691.5928674286672
5.251263570000001,1635.6063422655434,1759.5765051267458,1895.5437805229035,1583.6188546140713
5.50132374,1695.5919049403187,1619.6101922189366,1899.5428180345552,1671.5976798704087
5.75138391,1607.6130796839816,1631.6073047538916,1895.5437805229035,1707.589017475274
6.001444080000001,1763.5755426383976,1675.5967173820602,1827.5601428248247,1619.6101922189366
6.251504250000001,1775.5726551733526,1711.5880549869255,1871.5495554529934,1499.6390668693857
6.501564420000001,1743.580355080139,1623.6092297305884,1799.5668802432629,1679.595754893712
6.7516245900000005,1675.5967173820602,1723.5851675218807,1827.5601428248247,1543.6284794975543
7.001684760000001,1703.5899799636222,1715.5870924985772,1863.55148042969,1623.6092297305884
7.251744930000001,1727.5842050335323,1795.567842731611,1767.5745801500493,1567.6227045674646
7.5018051,1715.5870924985772,1643.6044172888467,1895.5437805229035,1627.60826724224
7.751865270000001,1763.5755426383976,1699.5909424519705,1775.5726551733526,1603.6140421723298
8.00192544,1663.5996048471052,1731.583242545184,1923.5370431044655,1623.6092297305884
8.25198561,1667.598642358757,1711.5880549869255,1843.5562928714314,1595.6159671490263
8.502045780000001,1679.595754893712,1667.598642358757,1855.5534054063867,1663.5996048471052
8.75210595,1651.6024923121502,1647.6034548004984,1999.5187558258476,1579.6198171024196
9.002166120000002,1707.589017475274,1667.598642358757,1891.544743011252,1619.6101922189366
9.252226290000001,1727.5842050335323,1583.6188546140713,1927.536080616117,1575.6207795907678
9.50228646,1831.5591803364764,1607.6130796839816,1923.5370431044655,1547.627517009206
9.752346630000002,1719.586130010229,1627.60826724224,1835.5582178481282,1631.6073047538916
