Time (seconds),Node7,Node1,Node2,Node3,Node4,Node5,Node6
18,0.006998444790046656,0.006063801740047456,0.006589351607801793,0.006594566077552097,0.009468700683850605,0.006219227779217414,0.0071301247771836
19,0.00673924313115604,0.005536514632217242,0.006062203479177649,0.006330783434450013,0.008942661756970016,0.004923555325213786,0.006875477463712758
20,0.006480041472265423,0.005272871078302136,0.006062203479177649,0.006067000791347929,0.008416622830089426,0.00466442083441306,0.006111535523300229
21,0.006480041472265423,0.005009227524387028,0.005535055350553505,0.006067000791347929,0.008416622830089426,0.004405286343612335,0.006111535523300229
22,0.006220839813374806,0.004745583970471922,0.005535055350553505,0.005803218148245845,0.007890583903208837,0.004146151852811609,0.005856888209829387
23,0.0059616381544841885,0.003691009754811495,0.005271481286241434,0.005803218148245845,0.007627564439768543,0.004146151852811609,0.0053475935828877
24,0.005702436495593572,0.003691009754811495,0.004744333157617291,0.005803218148245845,0.0071015255128879535,0.0038870173620108835,0.0053475935828877
25,0.005702436495593572,0.003427366200896388,0.004217185028993147,0.005275652862041678,0.006838506049447659,0.003627882871210158,0.004838298955946015
26,0.005443234836702955,0.0031637226469812814,0.003953610964681075,0.0036929570034291742,0.006049447659126775,0.0033687483804094327,0.004838298955946015
27,0.005443234836702955,0.0031637226469812814,0.0036900369003690036,0.0036929570034291742,0.005523408732246186,0.0033687483804094327,0.004838298955946015
28,0.005184033177812338,0.002372791985235961,0.0036900369003690036,0.0036929570034291742,0.005523408732246186,0.003109613889608707,0.004838298955946015
29,0.005184033177812338,0.002372791985235961,0.0036900369003690036,0.0034291743603270903,0.0052603892688058915,0.0028504793988079814,0.004583651642475172
30,0.004665629860031105,0.002372791985235961,0.0031628887717448603,0.0034291743603270903,0.0052603892688058915,0.0028504793988079814,0.004329004329004329
31,0.004665629860031105,0.0021091484313208544,0.0031628887717448603,0.0031653917172250064,0.0052603892688058915,0.0028504793988079814,0.004329004329004329
32,0.0044064282011404875,0.0021091484313208544,0.0031628887717448603,0.0031653917172250064,0.0052603892688058915,0.0028504793988079814,0.004329004329004329
33,0.0044064282011404875,0.0018455048774057474,0.0031628887717448603,0.0031653917172250064,0.0052603892688058915,0.002591344908007256,0.0038197097020626434
34,0.0044064282011404875,0.0018455048774057474,0.0031628887717448603,0.002637826431020839,0.004997369805365597,0.002591344908007256,0.0035650623885918
35,0.0044064282011404875,0.0015818613234906407,0.0028993147074327886,0.002637826431020839,0.004997369805365597,0.002591344908007256,0.0033104150751209573
36,0.0044064282011404875,0.0015818613234906407,0.0028993147074327886,0.002637826431020839,0.004997369805365597,0.002591344908007256,0.0030557677616501145
37,0.00414722654224987,0.0015818613234906407,0.0028993147074327886,0.002374043787918755,0.004471330878485008,0.002591344908007256,0.0030557677616501145
38,0.00414722654224987,0.0015818613234906407,0.002635740643120717,0.002374043787918755,0.004471330878485008,0.002591344908007256,0.0030557677616501145
39,0.00414722654224987,0.0015818613234906407,0.002635740643120717,0.002374043787918755,0.004471330878485008,0.002591344908007256,0.0030557677616501145
40,0.00414722654224987,0.0015818613234906407,0.002635740643120717,0.0021102611448166712,0.004471330878485008,0.002591344908007256,0.0030557677616501145
41,0.00414722654224987,0.0015818613234906407,0.0023721665788086453,0.0021102611448166712,0.004471330878485008,0.00233221041720653,0.0030557677616501145
42,0.0038880248833592537,0.0015818613234906407,0.0023721665788086453,0.0021102611448166712,0.004208311415044713,0.00233221041720653,0.0028011204481792717
43,0.0036288232244686366,0.0015818613234906407,0.0023721665788086453,0.0021102611448166712,0.004208311415044713,0.00233221041720653,0.0028011204481792717
44,0.0036288232244686366,0.0015818613234906407,0.0023721665788086453,0.0018464785017145871,0.003682272488164124,0.00233221041720653,0.002546473134708429
45,0.0036288232244686366,0.0015818613234906407,0.0021085925144965737,0.0018464785017145871,0.0034192530247238295,0.00233221041720653,0.002546473134708429
46,0.0036288232244686366,0.0015818613234906407,0.0021085925144965737,0.0015826958586125032,0.0034192530247238295,0.00233221041720653,0.002546473134708429
47,0.0036288232244686366,0.0015818613234906407,0.0021085925144965737,0.0015826958586125032,0.0034192530247238295,0.00233221041720653,0.002546473134708429
48,0.00336962156557802,0.0015818613234906407,0.0021085925144965737,0.0015826958586125032,0.0034192530247238295,0.00233221041720653,0.002546473134708429
49,0.00336962156557802,0.001318217769575534,0.0021085925144965737,0.0015826958586125032,0.003156233561283535,0.00233221041720653,0.002546473134708429
50,0.00336962156557802,0.001318217769575534,0.0021085925144965737,0.0013189132155104195,0.0028932140978432403,0.00233221041720653,0.002546473134708429
51,0.00336962156557802,0.001318217769575534,0.0021085925144965737,0.0013189132155104195,0.0028932140978432403,0.00233221041720653,0.002546473134708429
52,0.00336962156557802,0.001318217769575534,0.0021085925144965737,0.0010551305724083356,0.0028932140978432403,0.00233221041720653,0.002291825821237586
53,0.00336962156557802,0.001318217769575534,0.0021085925144965737,0.0010551305724083356,0.0028932140978432403,0.00233221041720653,0.002037178507766743
54,0.00336962156557802,0.001318217769575534,0.0021085925144965737,0.0010551305724083356,0.0028932140978432403,0.0020730759264058047,0.0017825311942959
55,0.00336962156557802,0.001318217769575534,0.0018450184501845018,0.0010551305724083356,0.0028932140978432403,0.0020730759264058047,0.0017825311942959
56,0.00336962156557802,0.001318217769575534,0.0018450184501845018,0.0010551305724083356,0.0028932140978432403,0.0020730759264058047,0.0017825311942959
57,0.00336962156557802,0.001318217769575534,0.0018450184501845018,0.0010551305724083356,0.0028932140978432403,0.0020730759264058047,0.0015278838808250573
58,0.00336962156557802,0.001318217769575534,0.0018450184501845018,0.0010551305724083356,0.0028932140978432403,0.0020730759264058047,0.0015278838808250573
59,0.003110419906687403,0.001318217769575534,0.0018450184501845018,0.0010551305724083356,0.0028932140978432403,0.0020730759264058047,0.0015278838808250573
60,0.003110419906687403,0.001318217769575534,0.0018450184501845018,0.0010551305724083356,0.0028932140978432403,0.0020730759264058047,0.0015278838808250573
61,0.003110419906687403,0.001318217769575534,0.0018450184501845018,0.0010551305724083356,0.0028932140978432403,0.0020730759264058047,0.0015278838808250573
62,0.002851218247796786,0.001318217769575534,0.0015814443858724301,0.0010551305724083356,0.0028932140978432403,0.0020730759264058047,0.0015278838808250573
63,0.002592016588906169,0.001318217769575534,0.0015814443858724301,0.0010551305724083356,0.0028932140978432403,0.0020730759264058047,0.0015278838808250573
64,0.002592016588906169,0.001318217769575534,0.0015814443858724301,0.0010551305724083356,0.0028932140978432403,0.0020730759264058047,0.0015278838808250573
65,0.0023328149300155523,0.001318217769575534,0.0015814443858724301,0.0010551305724083356,0.0028932140978432403,0.0020730759264058047,0.0015278838808250573
66,0.0023328149300155523,0.001318217769575534,0.0013178703215603585,0.0010551305724083356,0.0028932140978432403,0.0020730759264058047,0.0015278838808250573
67,0.0023328149300155523,0.001318217769575534,0.0013178703215603585,0.0010551305724083356,0.0028932140978432403,0.0020730759264058047,0.0012732365673542145
68,0.0023328149300155523,0.001318217769575534,0.0013178703215603585,0.0010551305724083356,0.0028932140978432403,0.001813941435605079,0.0012732365673542145
69,0.0023328149300155523,0.001318217769575534,0.0013178703215603585,0.0010551305724083356,0.0028932140978432403,0.0015548069448043534,0.0012732365673542145
70,0.0023328149300155523,0.001318217769575534,0.0013178703215603585,0.0007913479293062516,0.0028932140978432403,0.0015548069448043534,0.0012732365673542145
71,0.0023328149300155523,0.001318217769575534,0.0013178703215603585,0.0007913479293062516,0.0028932140978432403,0.0015548069448043534,0.0012732365673542145
72,0.0023328149300155523,0.001318217769575534,0.0013178703215603585,0.0007913479293062516,0.0028932140978432403,0.0015548069448043534,0.0012732365673542145
73,0.0023328149300155523,0.001318217769575534,0.0013178703215603585,0.0007913479293062516,0.0028932140978432403,0.0015548069448043534,0.0012732365673542145
74,0.0023328149300155523,0.001318217769575534,0.0013178703215603585,0.0007913479293062516,0.0028932140978432403,0.0015548069448043534,0.0012732365673542145
75,0.002073613271124935,0.001318217769575534,0.0013178703215603585,0.0007913479293062516,0.0028932140978432403,0.0015548069448043534,0.0010185892538833714
76,0.002073613271124935,0.001318217769575534,0.0013178703215603585,0.0007913479293062516,0.0028932140978432403,0.0015548069448043534,0.0010185892538833714
77,0.002073613271124935,0.001318217769575534,0.0013178703215603585,0.0007913479293062516,0.0028932140978432403,0.0015548069448043534,0.0010185892538833714
78,0.002073613271124935,0.001318217769575534,0.0013178703215603585,0.0007913479293062516,0.0028932140978432403,0.0015548069448043534,0.0010185892538833714
79,0.002073613271124935,0.001318217769575534,0.0013178703215603585,0.0007913479293062516,0.0026301946344029457,0.0015548069448043534,0.0010185892538833714
80,0.002073613271124935,0.001318217769575534,0.0013178703215603585,0.0007913479293062516,0.0026301946344029457,0.0015548069448043534,0.0010185892538833714
81,0.002073613271124935,0.001318217769575534,0.0010542962572482868,0.0007913479293062516,0.0026301946344029457,0.0015548069448043534,0.0010185892538833714
82,0.002073613271124935,0.001318217769575534,0.0010542962572482868,0.0007913479293062516,0.0026301946344029457,0.0015548069448043534,0.0010185892538833714
83,0.002073613271124935,0.001318217769575534,0.0010542962572482868,0.0007913479293062516,0.0026301946344029457,0.0015548069448043534,0.0010185892538833714
84,0.002073613271124935,0.001318217769575534,0.0010542962572482868,0.0007913479293062516,0.0026301946344029457,0.0015548069448043534,0.0010185892538833714
85,0.0018144116122343183,0.001318217769575534,0.0010542962572482868,0.0007913479293062516,0.0026301946344029457,0.001295672454003628,0.0010185892538833714
86,0.0018144116122343183,0.001318217769575534,0.0010542962572482868,0.0007913479293062516,0.0026301946344029457,0.001295672454003628,0.0010185892538833714
87,0.0018144116122343183,0.001318217769575534,0.0010542962572482868,0.0007913479293062516,0.0026301946344029457,0.001295672454003628,0.0010185892538833714
88,0.0018144116122343183,0.001318217769575534,0.0010542962572482868,0.0007913479293062516,0.0026301946344029457,0.001295672454003628,0.0010185892538833714
89,0.0018144116122343183,0.001318217769575534,0.0010542962572482868,0.0007913479293062516,0.0026301946344029457,0.001295672454003628,0.0010185892538833714
90,0.0018144116122343183,0.001318217769575534,0.0010542962572482868,0.0007913479293062516,0.0026301946344029457,0.001295672454003628,0.0010185892538833714
91,0.0018144116122343183,0.001318217769575534,0.0010542962572482868,0.0007913479293062516,0.002367175170962651,0.0010365379632029023,0.0010185892538833714
92,0.0018144116122343183,0.001318217769575534,0.0007907221929362151,0.0007913479293062516,0.0021041557075223566,0.0010365379632029023,0.0010185892538833714
93,0.0018144116122343183,0.001318217769575534,0.0007907221929362151,0.0007913479293062516,0.0021041557075223566,0.0010365379632029023,0.0010185892538833714
94,0.0018144116122343183,0.001318217769575534,0.0007907221929362151,0.0007913479293062516,0.0021041557075223566,0.0010365379632029023,0.0010185892538833714
95,0.0018144116122343183,0.001318217769575534,0.0007907221929362151,0.0007913479293062516,0.0021041557075223566,0.0010365379632029023,0.0010185892538833714
96,0.0018144116122343183,0.001318217769575534,0.0007907221929362151,0.0007913479293062516,0.0021041557075223566,0.0010365379632029023,0.0010185892538833714
97,0.0018144116122343183,0.001318217769575534,0.0007907221929362151,0.0007913479293062516,0.0021041557075223566,0.0010365379632029023,0.0010185892538833714
98,0.0018144116122343183,0.001318217769575534,0.0007907221929362151,0.0007913479293062516,0.0021041557075223566,0.0010365379632029023,0.0010185892538833714
99,0.0018144116122343183,0.001318217769575534,0.0007907221929362151,0.0007913479293062516,0.0021041557075223566,0.0007774034724021767,0.0010185892538833714
100,0.0018144116122343183,0.001318217769575534,0.0007907221929362151,0.0007913479293062516,0.0021041557075223566,0.0007774034724021767,0.0010185892538833714
101,0.0018144116122343183,0.001318217769575534,0.0005271481286241434,0.0007913479293062516,0.0021041557075223566,0.0007774034724021767,0.0010185892538833714
102,0.0018144116122343183,0.001318217769575534,0.0005271481286241434,0.0007913479293062516,0.0021041557075223566,0.0007774034724021767,0.0010185892538833714
103,0.0018144116122343183,0.001318217769575534,0.0005271481286241434,0.0007913479293062516,0.0021041557075223566,0.0007774034724021767,0.0010185892538833714
104,0.0018144116122343183,0.001318217769575534,0.0005271481286241434,0.0007913479293062516,0.0021041557075223566,0.0007774034724021767,0.0010185892538833714
105,0.0018144116122343183,0.001318217769575534,0.0005271481286241434,0.0007913479293062516,0.0021041557075223566,0.0007774034724021767,0.0010185892538833714
106,0.0018144116122343183,0.001318217769575534,0.0005271481286241434,0.0007913479293062516,0.0021041557075223566,0.0007774034724021767,0.0010185892538833714
107,0.0018144116122343183,0.001318217769575534,0.0005271481286241434,0.0007913479293062516,0.0021041557075223566,0.0007774034724021767,0.0010185892538833714
108,0.0018144116122343183,0.001318217769575534,0.0002635740643120717,0.0007913479293062516,0.0021041557075223566,0.0007774034724021767,0.0010185892538833714
109,0.0018144116122343183,0.001318217769575534,0.0002635740643120717,0.0007913479293062516,0.0021041557075223566,0.0007774034724021767,0.0010185892538833714
110,0.0018144116122343183,0.001318217769575534,0.0002635740643120717,0.0007913479293062516,0.0021041557075223566,0.0007774034724021767,0.0010185892538833714
111,0.0018144116122343183,0.001318217769575534,0.0002635740643120717,0.0007913479293062516,0.0021041557075223566,0.0007774034724021767,0.0010185892538833714
112,0.0018144116122343183,0.001318217769575534,0.0002635740643120717,0.0007913479293062516,0.0021041557075223566,0.0007774034724021767,0.0010185892538833714
113,0.0018144116122343183,0.001318217769575534,0.0002635740643120717,0.0007913479293062516,0.0021041557075223566,0.0007774034724021767,0.0010185892538833714
114,0.0018144116122343183,0.001318217769575534,0.0002635740643120717,0.0007913479293062516,0.001841136244082062,0.0007774034724021767,0.0010185892538833714
115,0.0018144116122343183,0.001318217769575534,0.0002635740643120717,0.0007913479293062516,0.001841136244082062,0.0007774034724021767,0.0010185892538833714
116,0.0018144116122343183,0.001318217769575534,0.0002635740643120717,0.0007913479293062516,0.001841136244082062,0.0007774034724021767,0.0010185892538833714
117,0.0018144116122343183,0.001318217769575534,0.0002635740643120717,0.0007913479293062516,0.001841136244082062,0.0007774034724021767,0.0010185892538833714
118,0.0018144116122343183,0.001318217769575534,0.0002635740643120717,0.0007913479293062516,0.001841136244082062,0.0007774034724021767,0.0010185892538833714
119,0.0018144116122343183,0.001318217769575534,0.0002635740643120717,0.0007913479293062516,0.001841136244082062,0.0007774034724021767,0.0010185892538833714
120,0.0018144116122343183,0.001318217769575534,0.0002635740643120717,0.0007913479293062516,0.001841136244082062,0.0007774034724021767,0.0010185892538833714
121,0.0018144116122343183,0.001318217769575534,0.0002635740643120717,0.0007913479293062516,0.001841136244082062,0.0007774034724021767,0.0010185892538833714
122,0.0018144116122343183,0.001318217769575534,0.0002635740643120717,0.0007913479293062516,0.001841136244082062,0.0007774034724021767,0.0010185892538833714
123,0.0018144116122343183,0.001318217769575534,0.0002635740643120717,0.0007913479293062516,0.001841136244082062,0.0007774034724021767,0.0010185892538833714
124,0.0018144116122343183,0.001318217769575534,0.0002635740643120717,0.0007913479293062516,0.001841136244082062,0.0007774034724021767,0.0010185892538833714
125,0.0018144116122343183,0.001318217769575534,0.0002635740643120717,0.0005275652862041678,0.001841136244082062,0.0007774034724021767,0.0010185892538833714
126,0.0018144116122343183,0.001318217769575534,0.0002635740643120717,0.0005275652862041678,0.001841136244082062,0.0007774034724021767,0.0010185892538833714
127,0.0018144116122343183,0.001318217769575534,0.0002635740643120717,0.0005275652862041678,0.001841136244082062,0.0007774034724021767,0.0010185892538833714
128,0.0018144116122343183,0.001318217769575534,0.0002635740643120717,0.0005275652862041678,0.001841136244082062,0.0007774034724021767,0.0010185892538833714
129,0.0018144116122343183,0.001318217769575534,0.0002635740643120717,0.0005275652862041678,0.001841136244082062,0.0007774034724021767,0.0010185892538833714
130,0.0018144116122343183,0.001318217769575534,0.0002635740643120717,0.0005275652862041678,0.001841136244082062,0.0007774034724021767,0.0010185892538833714
131,0.0018144116122343183,0.001318217769575534,0.0002635740643120717,0.0005275652862041678,0.001841136244082062,0.0007774034724021767,0.0010185892538833714
132,0.0018144116122343183,0.001318217769575534,0.0002635740643120717,0.0005275652862041678,0.001841136244082062,0.0007774034724021767,0.0010185892538833714
133,0.0018144116122343183,0.001318217769575534,0.0002635740643120717,0.0005275652862041678,0.001841136244082062,0.0007774034724021767,0.0010185892538833714
134,0.0018144116122343183,0.001318217769575534,0.0002635740643120717,0.0005275652862041678,0.001841136244082062,0.0007774034724021767,0.0010185892538833714
135,0.0018144116122343183,0.001318217769575534,0.0002635740643120717,0.0005275652862041678,0.001841136244082062,0.0007774034724021767,0.0010185892538833714
136,0.0018144116122343183,0.001318217769575534,0.0002635740643120717,0.0005275652862041678,0.001841136244082062,0.0007774034724021767,0.0010185892538833714
137,0.0018144116122343183,0.001318217769575534,0.0002635740643120717,0.0005275652862041678,0.001841136244082062,0.0007774034724021767,0.0010185892538833714
138,0.0015552099533437014,0.001318217769575534,0.0002635740643120717,0.0005275652862041678,0.0015781167806417674,0.0007774034724021767,0.0010185892538833714
139,0.0015552099533437014,0.001318217769575534,0.0002635740643120717,0.0005275652862041678,0.0015781167806417674,0.0007774034724021767,0.0010185892538833714
140,0.0015552099533437014,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0015781167806417674,0.0007774034724021767,0.0010185892538833714
141,0.0015552099533437014,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0015781167806417674,0.0007774034724021767,0.0010185892538833714
142,0.0012960082944530845,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0015781167806417674,0.0007774034724021767,0.0010185892538833714
143,0.0012960082944530845,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0015781167806417674,0.0007774034724021767,0.0010185892538833714
144,0.0012960082944530845,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0015781167806417674,0.0007774034724021767,0.0010185892538833714
145,0.0012960082944530845,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0015781167806417674,0.0007774034724021767,0.0010185892538833714
146,0.0012960082944530845,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0015781167806417674,0.0007774034724021767,0.0010185892538833714
147,0.0012960082944530845,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0015781167806417674,0.0007774034724021767,0.0010185892538833714
148,0.0012960082944530845,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0015781167806417674,0.0007774034724021767,0.0010185892538833714
149,0.0012960082944530845,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0015781167806417674,0.0007774034724021767,0.0010185892538833714
150,0.0012960082944530845,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0015781167806417674,0.0007774034724021767,0.0010185892538833714
151,0.0012960082944530845,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
152,0.0012960082944530845,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
153,0.0012960082944530845,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
154,0.0012960082944530845,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
155,0.0012960082944530845,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
156,0.0012960082944530845,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
157,0.0012960082944530845,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
158,0.0010368066355624676,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
159,0.0010368066355624676,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
160,0.0010368066355624676,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
161,0.0010368066355624676,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
162,0.0010368066355624676,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
163,0.0010368066355624676,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
164,0.0010368066355624676,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
165,0.0010368066355624676,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
166,0.0010368066355624676,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
167,0.0010368066355624676,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
168,0.0010368066355624676,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
169,0.0010368066355624676,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
170,0.0010368066355624676,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
171,0.0010368066355624676,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
172,0.0010368066355624676,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
173,0.0010368066355624676,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
174,0.0010368066355624676,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
175,0.0010368066355624676,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
176,0.0010368066355624676,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
177,0.0010368066355624676,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
178,0.0010368066355624676,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
179,0.0010368066355624676,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
180,0.0010368066355624676,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
181,0.0010368066355624676,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
182,0.0010368066355624676,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
183,0.0010368066355624676,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0007774034724021767,0.0010185892538833714
184,0.0010368066355624676,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0005182689816014512,0.0010185892538833714
185,0.0010368066355624676,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0005182689816014512,0.0010185892538833714
186,0.0010368066355624676,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0005182689816014512,0.0010185892538833714
187,0.0007776049766718507,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0005182689816014512,0.0010185892538833714
188,0.0007776049766718507,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0005182689816014512,0.0010185892538833714
189,0.0007776049766718507,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0005182689816014512,0.0010185892538833714
190,0.0007776049766718507,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0005182689816014512,0.0010185892538833714
191,0.0007776049766718507,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0005182689816014512,0.0010185892538833714
192,0.0007776049766718507,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0005182689816014512,0.0010185892538833714
193,0.0007776049766718507,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0005182689816014512,0.0010185892538833714
194,0.0007776049766718507,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0013150973172014729,0.0005182689816014512,0.0010185892538833714
195,0.0007776049766718507,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0010520778537611783,0.0005182689816014512,0.0010185892538833714
196,0.0007776049766718507,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0010520778537611783,0.0005182689816014512,0.0010185892538833714
197,0.0007776049766718507,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0010520778537611783,0.0005182689816014512,0.0010185892538833714
198,0.0007776049766718507,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0010520778537611783,0.0005182689816014512,0.0010185892538833714
199,0.0007776049766718507,0.0010545742156604272,0.0002635740643120717,0.0005275652862041678,0.0010520778537611783,0.0005182689816014512,0.0010185892538833714
