Time (seconds),Latency (ms)
0,0
0.350289084,65.91326756234814
0.700578168,67.95800212234037
1.050867252,101.4373529043259
1.401156336,166.15243572042993
1.7514454199999998,227.92140631406312
2.101734504,181.35833313108776
2.452023588,254.8029679173456
2.802312672,178.63503377498984
3.1526017559999997,314.1022292740231
3.5028908399999996,566.5126782642654
3.8531799239999995,457.372787470785
4.203469008,503.9930884096723
4.553758092,796.8570091684354
4.904047176,1697.8661074425365
5.25433626,1751.7146742842028
5.604625344,1640.6966938182948
5.9549144279999995,1658.5039021014677
6.305203511999999,2158.456079952821
6.655492595999999,3272.2643409553616
7.005781679999999,3022.220812407179
7.356070763999999,2241.3148090409263
7.706359847999999,2603.6477483550607
8.056648932,2829.580805259033
8.406938016,3126.407094686348
8.7572271,3085.3315834155615
9.107516184,2932.8287324446287
9.457805268,2689.719030078378
9.808094352,3100.082790029807
10.158383436,3818.992886783057
10.50867252,3893.6452263313117
10.858961604,3659.873985737938
11.209250688,3466.989145759833
11.559539771999999,3048.4529185279807
11.909828855999999,3137.3968404880516
12.260117939999999,4055.6737542448896
12.610407023999999,4102.960495472695
12.960696107999999,3963.7067736800636
13.310985191999999,3661.66886950574
13.661274275999999,3289.331391704476
