Time (seconds),Node1,Node2,Node3,Node4
0,0,0,0,0
0.350289084,1384.5706936160193,1632.9369829863156,1258.9601564632258,1201.8644577574105
0.700578168,1256.105371527935,1387.42547855131,1301.7819304925872,1144.7687590515952
1.050867252,1079.1087055399078,1287.5080058161334,933.514673840079,927.8051039694974
1.401156336,882.1285450048453,1284.6532208808426,930.6598889047882,953.4981683871143
1.7514454199999998,585.2309117346061,1147.623543986886,913.5311792930437,810.7589216225763
2.101734504,927.8051039694974,1127.6400494398508,673.7292447286197,733.6797283697257
2.452023588,907.8216094224621,793.6302120108317,576.6665569287338,653.7457501815844
2.802312672,727.9701584991442,944.933813581242,673.7292447286197,625.1979008286768
3.1526017559999997,665.1648899227474,879.2737600695546,750.8084379814702,645.1813953757121
3.5028908399999996,405.37946081128814,959.2077382576958,448.20123484064953,553.8282774464077
3.8531799239999995,522.4256431582094,947.7885985165328,636.6170405698398,365.41247171721744
4.203469008,88.49833299401361,890.6928998107176,533.8447828993724,482.45865406413867
4.553758092,0,776.5015023990871,648.0361803110028,542.4091377052447
4.904047176,0,733.6797283697257,542.4091377052447,556.6830623816985
5.25433626,0,767.9371475932148,505.29693354646474,539.5543527699539
5.604625344,2.8547849352907613,650.8909652462936,519.5708582229186,588.0856966698968
5.9549144279999995,0,747.9536530461795,433.9273101641957,585.2309117346061
6.305203511999999,0,759.3727927873425,519.5708582229186,576.6665569287338
6.655492595999999,2.8547849352907613,759.3727927873425,465.3299444523941,482.45865406413867
7.005781679999999,0,716.5510187579811,473.8942992582664,542.4091377052447
7.356070763999999,191.270590664481,585.2309117346061,314.02634288198374,311.171557946693
7.706359847999999,302.60720314082073,656.6005351168751,342.57419223489137,279.7689236584946
8.056648932,345.4289771701821,613.7787610875137,339.7194072996006,314.02634288198374
8.406938016,331.1550524937283,622.343115893386,282.62370859378535,368.2672566525082
8.7572271,356.8481169113452,602.3596213463507,334.00983742901906,291.18806339965766
9.107516184,419.6533854877419,619.4883309580953,345.4289771701821,314.02634288198374
9.457805268,334.00983742901906,742.244083175598,274.0593537879131,265.4949989820408
9.808094352,351.1385470407636,688.0031694050734,314.02634288198374,305.4619880761115
10.158383436,373.97682652308976,596.6500514757691,288.3332784643669,265.4949989820408
10.50867252,379.68639639367126,668.0196748580381,336.86462236430987,334.00983742901906
10.858961604,351.1385470407636,648.0361803110028,305.4619880761115,265.4949989820408
11.209250688,431.07252522890496,648.0361803110028,302.60720314082073,282.62370859378535
11.559539771999999,391.1055361348343,747.9536530461795,319.7359127525653,234.09236469384243
11.909828855999999,422.5081704230327,653.7457501815844,282.62370859378535,319.7359127525653
12.260117939999999,339.7194072996006,559.5378473169892,268.3497839173316,276.91413872320385
12.610407023999999,422.5081704230327,710.8414488873996,288.3332784643669,365.41247171721744
12.960696107999999,311.171557946693,599.5048364110598,256.9306441761685,291.18806339965766
13.310985191999999,365.41247171721744,713.6962338226904,351.1385470407636,305.4619880761115
13.661274275999999,402.52467587599733,648.0361803110028,373.97682652308976,254.07585924087778
