Time (seconds),Node1,Node2,Node3,Node4
0,0,0,0,0
0.5,0.9885714285714285,0.8333333333333334,0.99880810488677,0.8298969072164949
1,0,0,1,1
1.5,0,0,0,1
2,0,0,0,1
2.5,0,0,0,1
3,0,0,0,1
3.5,0,0,0,0.7678571428571429
4,0,0,0,0.8235294117647058
4.5,0,0,0,0
5,0,0,0,0
5.5,0,0,0,0
6,0,0,0,0
6.5,0,0,0,0
7,0,0,0,0
7.5,0,0,0,0.09090909090909091
8,0,0,0,0
8.5,0,0,0,0
9,0,0,0,0.1
9.5,0,0,0,0.16521739130434782
10,0,0,0,0
10.5,0,0,0,0.5657894736842105
11,0,0,0,0
11.5,0,0,0,0.1
12,0,0,0,0
12.5,0,0,0,0
13,0,0,0,0
13.5,0,0,0,0
14,0,0,0,0
14.5,0,0,0,0
