Time (seconds),Fraction of Read Requests
0,0
0.350024698,0.046706586826347304
0.700049396,0.04983922829581994
1.0500740940000002,0.4158834586466165
1.400098792,0.006097560975609756
1.75012349,0.10540184453227931
2.1001481880000004,0.4110429447852761
2.4501728860000003,0.008695652173913044
2.800197584,0.5653612796469939
3.150222282,0.3768472906403941
3.50024698,1
3.8502716780000004,0
4.200296376000001,0
4.550321074,1
4.9003457720000005,0.8775131456851222
5.25037047,0.751400048697346
5.600395168,0.5161923454367027
5.950419866000001,0.6246376811594203
6.300444564,0
6.6504692620000005,0
7.00049396,1
7.350518658,0
7.700543356000001,0
8.050568054000001,0.9902473834443387
8.400592752000001,0.9710545358857969
8.75061745,0.9972257250945775
9.100642148,1
9.450666846,0.9992442055760833
9.800691544000001,1
10.150716242000001,1
10.50074094,0.9976341676005479
10.850765638,0.9764862466725821
11.200790336,1
11.550815034000001,0.9735718642000406
11.900839732000001,1
12.25086443,1
12.600889128,0.9743891669119812
12.950913826,0.9983213026691288
13.300938524000001,0
13.650963222000001,0.8634937238493724
