Time (seconds),Node3,Node4,Node1,Node2
0,0,0,0,0
0.200021279,1179.8744672560563,1334.8579777854536,1089.8840417873741,1299.8617012142993
0.400042558,1209.8712757456171,1314.8601054590797,1104.8824460321543,1229.8691480719908
0.600063837,1199.8723395824302,1169.8755310928693,1189.8734034192432,1394.851594764575
0.800085116,1139.8787226033087,1384.8526586013882,1119.8808502769348,1259.8659565615517
1.000106395,1229.8691480719908,1319.8595735406732,1134.8792545217152,1214.8707438272106
1.200127674,1164.8760630112758,1304.8611692958928,1129.8797864401217,1289.8627650511123
1.400148953,1234.8686161535843,1194.8728715008367,1164.8760630112758,1304.8611692958928
1.600170232,1219.870211908804,1329.8585097038601,1159.8765949296824,1154.8771268480891
1.800191511,1334.8579777854536,1184.8739353376498,1099.8829779505609,1274.8643608063321
2.00021279,1159.8765949296824,1239.8680842351778,1154.8771268480891,1379.8531905197947
2.200234069,1594.8303180283135,1724.8164881497432,0,1519.8382968044116
2.400255348,1664.8228711706217,1779.8106370472715,0,1449.8457436621031
2.600276627,1564.8335095387527,1749.8138285577106,0,1609.8287222730937
2.800297906,1609.8287222730937,1739.8148923945237,0,1539.8361691307853
3.000319185,1619.8276584362807,1784.8101051288647,0,1469.843615988477
3.200340464,1639.8255307626546,1684.8207434969956,0,1609.8287222730937
3.400361743,1709.818083904963,1539.8361691307853,0,1664.8228711706217
3.600383022,1604.8292541915002,1609.8287222730937,0,1714.8175519865565
3.800404301,1654.823935007435,1664.8228711706217,0,1559.8340414571592
4.00042558,1649.8244669258415,1664.8228711706217,0,1589.83084994672
4.2004468589999995,1374.8537224382012,1544.8356372123787,604.9356378728086,1349.8563820302338
4.400468138,1094.8835098689676,1429.8478713357292,1244.8675523167713,1149.8776587664956
4.600489417,1239.8680842351778,1294.8622331327058,1089.8840417873741,1279.8638288879256
4.800510696,1169.8755310928693,1299.8617012142993,1089.8840417873741,1274.8643608063321
5.0005319749999995,1319.8595735406732,1314.8601054590797,1099.8829779505609,1164.8760630112758
5.200553254,1294.8622331327058,1414.8494670909488,1124.8803183585283,1104.8824460321543
5.400574533,1029.8904248082526,1394.851594764575,1159.8765949296824,1324.8590416222667
5.600595812,1104.8824460321543,1444.8462755805097,1104.8824460321543,1244.8675523167713
5.8006170909999994,1109.8819141137478,1264.8654246431452,1184.8739353376498,1359.8553181934208
