Time (seconds),Latency (ms)
0,0
0.309857754,55.49742978580642
0.619715508,60.01244429516361
0.9295732619999999,57.43603601718982
1.239431016,59.77257906657128
1.54928877,57.637713282894744
1.8591465239999998,61.16751976137625
2.169004278,56.97018244921461
2.478862032,54.781226536614724
2.7887197859999997,57.95555571149961
3.09857754,61.18741395179903
3.408435294,59.76658215459358
3.7182930479999996,53.012208686466145
4.028150802,54.59697696454834
4.338008556,54.09865883108119
4.6478663099999995,58.950185943637486
4.957724064,54.28823116936667
5.267581818,69.28837885646439
5.577439571999999,60.75399421968627
5.887297326,67.96810768195708
6.19715508,55.620989875739646
6.507012833999999,55.141095621052685
6.816870588,63.142925056047126
7.126728342,67.75774462408185
7.436586095999999,66.21770913943489
7.7464438499999995,63.795135530071335
8.056301604,70.02275189386648
8.366159357999999,65.4708752369494
8.676017112,76.05305193255485
8.985874866,67.84679831811064
